,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,CRIM^2,CRIM ZN,CRIM INDUS,CRIM CHAS,CRIM NOX,CRIM RM,CRIM AGE,CRIM DIS,CRIM RAD,CRIM TAX,CRIM PTRATIO,CRIM B,CRIM LSTAT,ZN^2,ZN INDUS,ZN CHAS,ZN NOX,ZN RM,ZN AGE,ZN DIS,ZN RAD,ZN TAX,ZN PTRATIO,ZN B,ZN LSTAT,INDUS^2,INDUS CHAS,INDUS NOX,INDUS RM,INDUS AGE,INDUS DIS,INDUS RAD,INDUS TAX,INDUS PTRATIO,INDUS B,INDUS LSTAT,CHAS^2,CHAS NOX,CHAS RM,CHAS AGE,CHAS DIS,CHAS RAD,CHAS TAX,CHAS PTRATIO,CHAS B,CHAS LSTAT,NOX^2,NOX RM,NOX AGE,NOX DIS,NOX RAD,NOX TAX,NOX PTRATIO,NOX B,NOX LSTAT,RM^2,RM AGE,RM DIS,RM RAD,RM TAX,RM PTRATIO,RM B,RM LSTAT,AGE^2,AGE DIS,AGE RAD,AGE TAX,AGE PTRATIO,AGE B,AGE LSTAT,DIS^2,DIS RAD,DIS TAX,DIS PTRATIO,DIS B,DIS LSTAT,RAD^2,RAD TAX,RAD PTRATIO,RAD B,RAD LSTAT,TAX^2,TAX PTRATIO,TAX B,TAX LSTAT,PTRATIO^2,PTRATIO B,PTRATIO LSTAT,B^2,B LSTAT,LSTAT^2,y
0,0.00632,18.0,2.31,0.0,0.538,6.575,65.2,4.09,1.0,296.0,15.3,396.9,4.98,3.99424e-05,0.11376,0.014599200000000001,0.0,0.00340016,0.041554,0.41206400000000004,0.025848799999999998,0.00632,1.87072,0.096696,2.5084079999999997,0.031473600000000004,324.0,41.58,0.0,9.684000000000001,118.35000000000001,1173.6000000000001,73.62,18.0,5328.0,275.40000000000003,7144.2,89.64000000000001,5.3361,0.0,1.24278,15.18825,150.61200000000002,9.4479,2.31,683.76,35.343,916.8389999999999,11.503800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28944400000000003,3.5373500000000004,35.077600000000004,2.2004200000000003,0.538,159.24800000000002,8.2314,213.5322,2.6792400000000005,43.230625,428.69000000000005,26.89175,6.575,1946.2,100.59750000000001,2609.6175,32.743500000000004,4251.04,266.668,65.2,19299.2,997.5600000000001,25877.88,324.696,16.728099999999998,4.09,1210.6399999999999,62.577,1623.321,20.3682,1.0,296.0,15.3,396.9,4.98,87616.0,4528.8,117482.4,1474.0800000000002,234.09000000000003,6072.57,76.19400000000002,157529.61,1976.5620000000001,24.800400000000003,24.0
1,0.02731,0.0,7.07,0.0,0.469,6.421,78.9,4.9671,2.0,242.0,17.8,396.9,9.14,0.0007458361000000001,0.0,0.19308170000000002,0.0,0.01280839,0.17535751000000002,2.1547590000000003,0.135651501,0.05462,6.60902,0.48611800000000005,10.839338999999999,0.2496134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9849,0.0,3.31583,45.39647,557.8230000000001,35.117397000000004,14.14,1710.94,125.846,2806.083,64.61980000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21996099999999996,3.011449,37.0041,2.3295699,0.938,113.49799999999999,8.3482,186.1461,4.28666,41.229241,506.61690000000004,31.893749100000004,12.842,1553.882,114.2938,2548.4949,58.687940000000005,6225.210000000001,391.90419,157.8,19093.800000000003,1404.42,31315.41,721.1460000000001,24.67208241,9.9342,1202.0382,88.41438000000001,1971.44199,45.399294000000005,4.0,484.0,35.6,793.8,18.28,58564.0,4307.6,96049.79999999999,2211.88,316.84000000000003,7064.82,162.692,157529.61,3627.666,83.53960000000001,21.6
2,0.02729,0.0,7.07,0.0,0.469,7.185,61.1,4.9671,2.0,242.0,17.8,392.83,4.03,0.0007447440999999999,0.0,0.1929403,0.0,0.012799009999999998,0.19607864999999997,1.667419,0.135552159,0.05458,6.6041799999999995,0.48576199999999997,10.720330699999998,0.1099787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9849,0.0,3.31583,50.79795,431.97700000000003,35.117397000000004,14.14,1710.94,125.846,2777.3081,28.492100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21996099999999996,3.3697649999999997,28.6559,2.3295699,0.938,113.49799999999999,8.3482,184.23727,1.89007,51.624224999999996,439.0035,35.6886135,14.37,1738.77,127.893,2822.48355,28.95555,3733.21,303.48981000000003,122.2,14786.2,1087.5800000000002,24001.913,246.23300000000003,24.67208241,9.9342,1202.0382,88.41438000000001,1951.225893,20.017413,4.0,484.0,35.6,785.66,8.06,58564.0,4307.6,95064.86,975.2600000000001,316.84000000000003,6992.374,71.73400000000001,154315.40889999998,1583.1049,16.240900000000003,34.7
3,0.03237,0.0,2.18,0.0,0.458,6.998,45.8,6.0622,3.0,222.0,18.7,394.63,2.94,0.0010478169000000001,0.0,0.07056660000000001,0.0,0.014825460000000002,0.22652526000000003,1.4825460000000001,0.19623341400000002,0.09711,7.186140000000001,0.605319,12.7741731,0.09516780000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752400000000001,0.0,0.9984400000000001,15.255640000000001,99.844,13.215596,6.540000000000001,483.96000000000004,40.766,860.2934,6.4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209764,3.2050840000000003,20.976399999999998,2.7764876,1.374,101.676,8.5646,180.74054,1.34652,48.972004000000005,320.5084,42.4232756,20.994,1553.556,130.8626,2761.62074,20.57412,2097.64,277.64876,137.39999999999998,10167.599999999999,856.4599999999999,18074.054,134.652,36.75026884,18.1866,1345.8084,113.36313999999999,2392.325986,17.822868,9.0,666.0,56.099999999999994,1183.8899999999999,8.82,49284.0,4151.4,87607.86,652.68,349.69,7379.580999999999,54.977999999999994,155732.8369,1160.2122,8.6436,33.4
4,0.06905,0.0,2.18,0.0,0.458,7.147,54.2,6.0622,3.0,222.0,18.7,396.9,5.33,0.0047679025,0.0,0.15052900000000002,0.0,0.031624900000000004,0.49350035000000003,3.7425100000000002,0.41859491,0.20715,15.3291,1.291235,27.405945,0.3680365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752400000000001,0.0,0.9984400000000001,15.580460000000002,118.15600000000002,13.215596,6.540000000000001,483.96000000000004,40.766,865.242,11.6194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209764,3.2733260000000004,24.823600000000003,2.7764876,1.374,101.676,8.5646,181.7802,2.4411400000000003,51.079609000000005,387.36740000000003,43.3265434,21.441000000000003,1586.634,133.6489,2836.6443,38.09351,2937.6400000000003,328.57124,162.60000000000002,12032.400000000001,1013.54,21511.98,288.886,36.75026884,18.1866,1345.8084,113.36313999999999,2406.08718,32.311526,9.0,666.0,56.099999999999994,1190.6999999999998,15.99,49284.0,4151.4,88111.79999999999,1183.26,349.69,7422.03,99.67099999999999,157529.61,2115.477,28.4089,36.2
5,0.02985,0.0,2.18,0.0,0.458,6.43,58.7,6.0622,3.0,222.0,18.7,394.12,5.21,0.0008910225000000001,0.0,0.065073,0.0,0.0136713,0.1919355,1.7521950000000002,0.18095667000000001,0.08955,6.6267000000000005,0.558195,11.764482000000001,0.1555185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752400000000001,0.0,0.9984400000000001,14.0174,127.96600000000002,13.215596,6.540000000000001,483.96000000000004,40.766,859.1816000000001,11.357800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209764,2.94494,26.884600000000002,2.7764876,1.374,101.676,8.5646,180.50696000000002,2.38618,41.344899999999996,377.441,38.979946,19.29,1427.46,120.24099999999999,2534.1916,33.500299999999996,3445.6900000000005,355.85114,176.10000000000002,13031.400000000001,1097.69,23134.844,305.827,36.75026884,18.1866,1345.8084,113.36313999999999,2389.234264,31.584062,9.0,666.0,56.099999999999994,1182.3600000000001,15.629999999999999,49284.0,4151.4,87494.64,1156.62,349.69,7370.044,97.42699999999999,155330.5744,2053.3652,27.144099999999998,28.7
6,0.08829,12.5,7.87,0.0,0.524,6.012,66.6,5.5605,5.0,311.0,15.2,395.6,12.43,0.007795124099999999,1.1036249999999999,0.6948422999999999,0.0,0.04626396,0.5307994799999999,5.880113999999999,0.490936545,0.44144999999999995,27.45819,1.3420079999999999,34.927524,1.0974446999999998,156.25,98.375,0.0,6.550000000000001,75.14999999999999,832.4999999999999,69.50625000000001,62.5,3887.5,190.0,4945.0,155.375,61.9369,0.0,4.123880000000001,47.31444,524.1419999999999,43.761135,39.35,2447.57,119.624,3113.3720000000003,97.8241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.1502879999999998,34.898399999999995,2.9137020000000002,2.62,162.964,7.9648,207.29440000000002,6.51332,36.144144,400.39919999999995,33.429726,30.06,1869.732,91.38239999999999,2378.3472,74.72916,4435.5599999999995,370.3293,333.0,20712.6,1012.3199999999998,26346.96,827.838,30.91916025,27.802500000000002,1729.3155000000002,84.5196,2199.7338000000004,69.117015,25.0,1555.0,76.0,1978.0,62.15,96721.0,4727.2,123031.6,3865.73,231.04,6013.12,188.93599999999998,156499.36000000002,4917.308,154.5049,22.9
7,0.14455,12.5,7.87,0.0,0.524,6.172,96.1,5.9505,5.0,311.0,15.2,396.9,19.15,0.020894702500000004,1.8068750000000002,1.1376085,0.0,0.07574420000000001,0.8921626,13.891255000000001,0.8601447750000001,0.72275,44.95505000000001,2.1971600000000002,57.371895,2.7681325,156.25,98.375,0.0,6.550000000000001,77.14999999999999,1201.25,74.38125,62.5,3887.5,190.0,4961.25,239.37499999999997,61.9369,0.0,4.123880000000001,48.57364,756.307,46.830435,39.35,2447.57,119.624,3123.603,150.7105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.234128,50.3564,3.118062,2.62,162.964,7.9648,207.9756,10.0346,38.093584,593.1292,36.726485999999994,30.86,1919.492,93.81439999999999,2449.6668,118.19379999999998,9235.21,571.84305,480.5,29887.1,1460.7199999999998,38142.09,1840.3149999999998,35.40845025,29.752499999999998,1850.6055,90.4476,2361.7534499999997,113.952075,25.0,1555.0,76.0,1984.5,95.75,96721.0,4727.2,123435.9,5955.65,231.04,6032.879999999999,291.08,157529.61,7600.634999999999,366.72249999999997,27.1
8,0.21124,12.5,7.87,0.0,0.524,5.631,100.0,6.0821,5.0,311.0,15.2,386.63,29.93,0.044622337600000006,2.6405000000000003,1.6624588,0.0,0.11068976000000001,1.1894924400000002,21.124000000000002,1.284782804,1.0562,65.69564,3.210848,81.67172120000001,6.322413200000001,156.25,98.375,0.0,6.550000000000001,70.3875,1250.0,76.02624999999999,62.5,3887.5,190.0,4832.875,374.125,61.9369,0.0,4.123880000000001,44.31597,787.0,47.866127,39.35,2447.57,119.624,3042.7781,235.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,2.950644,52.400000000000006,3.1870203999999998,2.62,162.964,7.9648,202.59412,15.68332,31.708161000000004,563.1,34.248305099999996,28.155,1751.241,85.5912,2177.11353,168.53583,10000.0,608.2099999999999,500.0,31100.0,1520.0,38663.0,2993.0,36.99194041,30.4105,1891.5330999999999,92.44792,2351.5223229999997,182.037253,25.0,1555.0,76.0,1933.15,149.65,96721.0,4727.2,120241.93,9308.23,231.04,5876.776,454.936,149482.7569,11571.8359,895.8049,16.5
9,0.17004,12.5,7.87,0.0,0.524,6.004,85.9,6.5921,5.0,311.0,15.2,386.71,17.1,0.028913601599999998,2.1255,1.3382148,0.0,0.08910096,1.02092016,14.606436,1.1209206840000001,0.8502,52.882439999999995,2.584608,65.75616839999999,2.907684,156.25,98.375,0.0,6.550000000000001,75.05,1073.75,82.40125,62.5,3887.5,190.0,4833.875,213.75000000000003,61.9369,0.0,4.123880000000001,47.251479999999994,676.033,51.879827000000006,39.35,2447.57,119.624,3043.4076999999997,134.57700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457600000000004,3.146096,45.0116,3.4542604000000003,2.62,162.964,7.9648,202.63604,8.960400000000002,36.048016,515.7436,39.5789684,30.019999999999996,1867.244,91.26079999999999,2321.8068399999997,102.6684,7378.810000000001,566.26139,429.5,26714.9,1305.68,33218.389,1468.8900000000003,43.455782410000005,32.9605,2050.1431000000002,100.19992,2549.230991,112.72491000000001,25.0,1555.0,76.0,1933.55,85.5,96721.0,4727.2,120266.81,5318.1,231.04,5877.991999999999,259.92,149544.6241,6612.741,292.41,18.9
